fight_id,feature,shap_value,base_value
a22fd3735819d858,fighter_1_avg_takedowns_attempted,-0.08549639,-0.0008235523
a22fd3735819d858,fighter_2_avg_opponent_win_rate,0.06340392,-0.0008235523
a22fd3735819d858,fighter_1_avg_striking_accuracy,0.057226673,-0.0008235523
a22fd3735819d858,fighter_1_fighting_age,-0.05208578,-0.0008235523
a22fd3735819d858,fighter_1_distance_strike_defense,0.0516378,-0.0008235523
a22fd3735819d858,fighter_1_avg_opponent_win_rate,-0.04848814,-0.0008235523
a22fd3735819d858,fighter_2_takedown_defense,0.04812347,-0.0008235523
a22fd3735819d858,fighter_1_elo,-0.046304476,-0.0008235523
a22fd3735819d858,fighter_2_strikes_absorbed_per_min,-0.04410333,-0.0008235523
a22fd3735819d858,fighter_2_last_2_avg_fight_time,-0.042443104,-0.0008235523
a22fd3735819d858,fighter_1_head_strikes_absorbed_per_min,0.040869668,-0.0008235523
a22fd3735819d858,fighter_2_elo,-0.040207017,-0.0008235523
a22fd3735819d858,elo_delta,0.038332514,-0.0008235523
a22fd3735819d858,fighter_2_distance_strike_defense,-0.03790952,-0.0008235523
a22fd3735819d858,fighter_2_age,-0.037536103,-0.0008235523
a22fd3735819d858,fighter_1_reach_cm,-0.036931798,-0.0008235523
a22fd3735819d858,fighter_1_striking_defense,0.033556316,-0.0008235523
a22fd3735819d858,fighter_2_avg_striking_accuracy,0.03330206,-0.0008235523
a22fd3735819d858,fighter_2_avg_takedowns_attempted,0.032836717,-0.0008235523
a22fd3735819d858,fighter_2_avg_control_time,0.032535132,-0.0008235523
a22fd3735819d858,fighter_2_td_defense_round_1,0.03132571,-0.0008235523
a22fd3735819d858,fighter_2_head_strikes_absorbed_per_min,-0.030282637,-0.0008235523
a22fd3735819d858,fighter_1_round_1_strike_output,0.02881915,-0.0008235523
a22fd3735819d858,fighter_1_head_absorption_rate,-0.028007291,-0.0008235523
a22fd3735819d858,pressure_style_effectiveness,0.026953042,-0.0008235523
a22fd3735819d858,fighter_2_striking_defense,-0.026906095,-0.0008235523
a22fd3735819d858,fighter_1_avg_strikes_per_round,0.026903687,-0.0008235523
6feb49a6b7e8433c,fighter_2_avg_takedowns_attempted,-0.2095459,-0.0008235523
6feb49a6b7e8433c,experience_advantage,0.13857487,-0.0008235523
6feb49a6b7e8433c,fighter_2_head_strikes_absorbed_per_min,0.11659215,-0.0008235523
6feb49a6b7e8433c,fighter_1_head_strikes_absorbed_per_min,-0.107380465,-0.0008235523
6feb49a6b7e8433c,fighter_1_age,-0.099366024,-0.0008235523
6feb49a6b7e8433c,fighter_1_avg_takedowns_attempted,0.08738602,-0.0008235523
6feb49a6b7e8433c,fighter_2_avg_strikes_per_round,-0.085213505,-0.0008235523
6feb49a6b7e8433c,fighter_2_avg_control_time,-0.08169713,-0.0008235523
6feb49a6b7e8433c,fighter_1_elo,-0.07073637,-0.0008235523
6feb49a6b7e8433c,fighter_1_age_vs_prime,-0.064374715,-0.0008235523
6feb49a6b7e8433c,fighter_2_elo,0.06266707,-0.0008235523
6feb49a6b7e8433c,fighter_2_striking_defense,-0.06223175,-0.0008235523
6feb49a6b7e8433c,fighter_2_age_vs_prime,0.061192907,-0.0008235523
6feb49a6b7e8433c,fighter_1_distance_strike_defense,-0.0568813,-0.0008235523
6feb49a6b7e8433c,fighter_2_distance_strike_defense,-0.056633342,-0.0008235523
6feb49a6b7e8433c,fighter_2_strikes_absorbed_per_min,0.055327337,-0.0008235523
6feb49a6b7e8433c,fighter_1_striking_defense,-0.054275006,-0.0008235523
6feb49a6b7e8433c,fighter_2_avg_striking_accuracy,-0.054027617,-0.0008235523
6feb49a6b7e8433c,fighter_2_cumulative_head_strikes_absorbed,0.04803322,-0.0008235523
6feb49a6b7e8433c,fighter_2_fights_per_year,0.043244313,-0.0008235523
6feb49a6b7e8433c,fighter_1_avg_striking_accuracy,-0.04151597,-0.0008235523
6feb49a6b7e8433c,fighter_1_days_since_last_fight,-0.041299403,-0.0008235523
6feb49a6b7e8433c,fighter_1_round_3_plus_strike_output,0.0408189,-0.0008235523
6feb49a6b7e8433c,fighter_2_leg_strike_pct,0.039766047,-0.0008235523
6feb49a6b7e8433c,fighter_2_last_2_avg_fight_time,-0.038189564,-0.0008235523
6feb49a6b7e8433c,fighter_2_peak_elo,0.0372888,-0.0008235523
6feb49a6b7e8433c,fighter_2_round_2_strike_output,-0.036225684,-0.0008235523
6feb49a6b7e8433c,fighter_1_finish_rate_late_rounds,0.034720987,-0.0008235523
6feb49a6b7e8433c,fighter_2_round_1_strike_output,-0.03148696,-0.0008235523
6feb49a6b7e8433c,fighter_1_round_1_strike_output,0.030855997,-0.0008235523
6a4738656c493ee9,fighter_1_age,-0.19417447,-0.0008235523
6a4738656c493ee9,experience_advantage,0.1155423,-0.0008235523
6a4738656c493ee9,fighter_2_age,0.10129608,-0.0008235523
6a4738656c493ee9,fighter_1_head_strikes_absorbed_per_min,-0.09055944,-0.0008235523
6a4738656c493ee9,fighter_2_head_strikes_absorbed_per_min,0.08659417,-0.0008235523
6a4738656c493ee9,fighter_1_elo,0.071375534,-0.0008235523
6a4738656c493ee9,fighter_1_round_1_strike_output,0.06832926,-0.0008235523
6a4738656c493ee9,fighter_2_distance_strike_defense,0.063651174,-0.0008235523
6a4738656c493ee9,fighter_2_elo,-0.0628915,-0.0008235523
6a4738656c493ee9,fighter_1_avg_striking_accuracy,0.061292566,-0.0008235523
6a4738656c493ee9,fighter_1_cumulative_head_strikes_absorbed,-0.06023894,-0.0008235523
6a4738656c493ee9,fighter_1_striking_defense,-0.059482224,-0.0008235523
6a4738656c493ee9,fighter_1_distance_strike_defense,-0.058350947,-0.0008235523
6a4738656c493ee9,fighter_1_avg_strikes_per_round,0.054300334,-0.0008235523
6a4738656c493ee9,fighter_1_win_rate_rounds_3_plus,0.05151574,-0.0008235523
6a4738656c493ee9,fighter_1_avg_takedowns_attempted,0.051390678,-0.0008235523
6a4738656c493ee9,fighter_2_win_rate_rounds_3_plus,-0.046786927,-0.0008235523
6a4738656c493ee9,fighter_2_avg_striking_accuracy,-0.040241357,-0.0008235523
6a4738656c493ee9,fighter_2_days_since_last_fight,0.038678147,-0.0008235523
6a4738656c493ee9,fighter_1_fighting_age,0.038411528,-0.0008235523
6a4738656c493ee9,fighter_2_head_absorption_rate,0.033766963,-0.0008235523
6a4738656c493ee9,fighter_1_strikes_absorbed_per_min,-0.032249875,-0.0008235523
6a4738656c493ee9,fighter_1_age_vs_prime,-0.03207043,-0.0008235523
6a4738656c493ee9,fighter_2_reach_cm,0.027109554,-0.0008235523
6a4738656c493ee9,fighter_1_avg_opponent_win_rate,0.026928369,-0.0008235523
6a4738656c493ee9,fighter_2_fighting_age,-0.02691142,-0.0008235523
6a4738656c493ee9,fighter_1_vs_winning_record,0.0262626,-0.0008235523
6a4738656c493ee9,submission_threat_differential,0.025663164,-0.0008235523
6a4738656c493ee9,fighter_2_vs_winning_record,0.025368378,-0.0008235523
6a4738656c493ee9,fighter_1_reach_cm,0.025288282,-0.0008235523
275547b95761a9a8,experience_advantage,-0.18936597,-0.0008235523
275547b95761a9a8,fighter_1_avg_takedowns_attempted,-0.14333177,-0.0008235523
275547b95761a9a8,fighter_2_age,0.1081023,-0.0008235523
275547b95761a9a8,fighter_2_age_vs_prime,0.10555861,-0.0008235523
275547b95761a9a8,fighter_1_elo,-0.101833716,-0.0008235523
275547b95761a9a8,finishing_threat_differential,0.09665,-0.0008235523
275547b95761a9a8,fighter_1_avg_striking_accuracy,0.09132904,-0.0008235523
275547b95761a9a8,fighter_2_avg_takedowns_attempted,0.08869367,-0.0008235523
275547b95761a9a8,fighter_2_elo,0.088562965,-0.0008235523
275547b95761a9a8,fighter_2_distance_strike_defense,0.067660026,-0.0008235523
275547b95761a9a8,fighter_1_reach_cm,-0.063862756,-0.0008235523
275547b95761a9a8,fighter_1_average_fight_duration,-0.057583228,-0.0008235523
275547b95761a9a8,fighter_1_round_2_strike_output,-0.05197726,-0.0008235523
275547b95761a9a8,fighter_2_avg_opponent_win_rate,0.047457904,-0.0008235523
275547b95761a9a8,fighter_1_avg_control_time,0.047451798,-0.0008235523
275547b95761a9a8,fighter_1_age_vs_prime,-0.04217229,-0.0008235523
275547b95761a9a8,fighter_2_avg_takedown_accuracy,0.040763453,-0.0008235523
275547b95761a9a8,fighter_2_decision_rate,0.03896998,-0.0008235523
275547b95761a9a8,fighter_1_leg_strike_pct,-0.038489588,-0.0008235523
275547b95761a9a8,fighter_1_last_2_avg_fight_time,-0.03846052,-0.0008235523
275547b95761a9a8,fighter_1_win_rate_rounds_3_plus,-0.03421645,-0.0008235523
275547b95761a9a8,fighter_2_fights_per_year,0.031697232,-0.0008235523
275547b95761a9a8,fighter_2_vs_winning_record,0.031644024,-0.0008235523
275547b95761a9a8,fighter_2_striking_defense,0.03128434,-0.0008235523
275547b95761a9a8,fighter_2_avg_striking_accuracy,-0.031011637,-0.0008235523
275547b95761a9a8,fighter_2_win_rate_rounds_3_plus,0.030839482,-0.0008235523
275547b95761a9a8,fighter_1_head_strikes_absorbed_per_min,0.02995393,-0.0008235523
275547b95761a9a8,fighter_1_days_since_last_fight,0.029917754,-0.0008235523
275547b95761a9a8,fighter_1_knockdowns_absorbed_per_fight,-0.029120702,-0.0008235523
275547b95761a9a8,fighter_1_round_3_plus_strike_output,0.027222464,-0.0008235523
13dbcd763d5bfbd6,fighter_1_age_vs_prime,-0.25039807,-0.0008235523
13dbcd763d5bfbd6,fighter_1_age,-0.22406642,-0.0008235523
13dbcd763d5bfbd6,fighter_2_age,0.17068604,-0.0008235523
13dbcd763d5bfbd6,fighter_2_age_vs_prime,0.15748055,-0.0008235523
13dbcd763d5bfbd6,fighter_2_head_strikes_absorbed_per_min,0.14386801,-0.0008235523
13dbcd763d5bfbd6,fighter_1_fighting_age,-0.12028172,-0.0008235523
13dbcd763d5bfbd6,fighter_2_cumulative_head_strikes_absorbed,0.10200783,-0.0008235523
13dbcd763d5bfbd6,fighter_2_fighting_age,0.09065287,-0.0008235523
13dbcd763d5bfbd6,experience_advantage,0.088391,-0.0008235523
13dbcd763d5bfbd6,fighter_1_head_strikes_absorbed_per_min,-0.08583668,-0.0008235523
13dbcd763d5bfbd6,fighter_2_distance_strike_defense,0.082418315,-0.0008235523
13dbcd763d5bfbd6,fighter_1_cumulative_head_strikes_absorbed,-0.07420113,-0.0008235523
13dbcd763d5bfbd6,fighter_2_avg_striking_accuracy,0.06726212,-0.0008235523
13dbcd763d5bfbd6,fighter_2_striking_defense,0.06520724,-0.0008235523
13dbcd763d5bfbd6,fighter_2_fights_per_year,0.0626951,-0.0008235523
13dbcd763d5bfbd6,fighter_2_strikes_absorbed_per_min,0.06117096,-0.0008235523
13dbcd763d5bfbd6,fighter_1_elo_uncertainty,-0.055304598,-0.0008235523
13dbcd763d5bfbd6,fighter_2_win_rate_rounds_3_plus,0.05038166,-0.0008235523
13dbcd763d5bfbd6,fighter_2_avg_takedowns_attempted,-0.05011204,-0.0008235523
13dbcd763d5bfbd6,fighter_2_peak_elo,-0.047415286,-0.0008235523
13dbcd763d5bfbd6,fighter_1_vs_winning_record,0.04446238,-0.0008235523
13dbcd763d5bfbd6,fighter_1_elo,0.044004135,-0.0008235523
13dbcd763d5bfbd6,fighter_2_elo,-0.043491174,-0.0008235523
13dbcd763d5bfbd6,fighter_2_last_2_avg_fight_time,-0.04333791,-0.0008235523
13dbcd763d5bfbd6,fighter_1_striking_defense,0.040373184,-0.0008235523
13dbcd763d5bfbd6,fighter_1_body_strike_pct,0.03794734,-0.0008235523
13dbcd763d5bfbd6,fighter_2_finish_rate_late_rounds,-0.037766483,-0.0008235523
13dbcd763d5bfbd6,fighter_1_distance_strike_defense,0.031324595,-0.0008235523
13dbcd763d5bfbd6,fighter_1_avg_striking_accuracy,0.031278335,-0.0008235523
13dbcd763d5bfbd6,fighter_1_fights_per_year,-0.02768465,-0.0008235523
a2955d6c7503cf88,experience_advantage,-0.4366948,-0.0008235523
a2955d6c7503cf88,fighter_1_age_vs_prime,0.17201759,-0.0008235523
a2955d6c7503cf88,fighter_1_head_strikes_absorbed_per_min,0.12802601,-0.0008235523
a2955d6c7503cf88,fighter_1_age,0.09202616,-0.0008235523
a2955d6c7503cf88,fighter_2_elo,0.08092203,-0.0008235523
a2955d6c7503cf88,fighter_1_distance_strike_defense,0.07605605,-0.0008235523
a2955d6c7503cf88,fighter_2_avg_striking_accuracy,-0.06711675,-0.0008235523
a2955d6c7503cf88,fighter_1_head_absorption_rate,0.064379565,-0.0008235523
a2955d6c7503cf88,fighter_1_avg_strikes_per_round,-0.063844755,-0.0008235523
a2955d6c7503cf88,fighter_2_head_strikes_absorbed_per_min,0.060930762,-0.0008235523
a2955d6c7503cf88,fighter_2_avg_takedowns_attempted,-0.059809376,-0.0008235523
a2955d6c7503cf88,fighter_2_distance_strike_defense,0.054071542,-0.0008235523
a2955d6c7503cf88,fighter_1_striking_defense,0.05323,-0.0008235523
a2955d6c7503cf88,pressure_style_effectiveness,0.049897805,-0.0008235523
a2955d6c7503cf88,fighter_1_win_rate_rounds_3_plus,0.048683908,-0.0008235523
a2955d6c7503cf88,fighter_1_avg_striking_accuracy,0.047221005,-0.0008235523
a2955d6c7503cf88,finishing_threat_differential,0.047065474,-0.0008235523
a2955d6c7503cf88,fighter_1_avg_opponent_win_rate,-0.046232797,-0.0008235523
a2955d6c7503cf88,fighter_1_elo,0.044196963,-0.0008235523
a2955d6c7503cf88,fighter_1_body_strike_pct,0.04411958,-0.0008235523
a2955d6c7503cf88,fighter_2_takedown_defense,0.043563947,-0.0008235523
a2955d6c7503cf88,fighter_1_strikes_absorbed_per_min,0.041800708,-0.0008235523
a2955d6c7503cf88,fighter_1_round_2_strike_output,-0.039918676,-0.0008235523
a2955d6c7503cf88,fighter_2_avg_opponent_win_rate,0.039696395,-0.0008235523
a2955d6c7503cf88,elo_delta,0.039160952,-0.0008235523
a2955d6c7503cf88,fighter_1_avg_takedowns_attempted,0.038771767,-0.0008235523
a2955d6c7503cf88,fighter_2_striking_defense,0.037243698,-0.0008235523
a2955d6c7503cf88,fighter_1_last_2_avg_fight_time,-0.036712088,-0.0008235523
a2955d6c7503cf88,fighter_2_knockdowns_absorbed_per_fight,0.033377502,-0.0008235523
a2955d6c7503cf88,fighter_2_leg_strike_pct,0.033067506,-0.0008235523
244285b7fd0ddece,experience_advantage,-0.16873655,-0.0008235523
244285b7fd0ddece,fighter_2_age_vs_prime,0.14579582,-0.0008235523
244285b7fd0ddece,fighter_2_age,0.13494833,-0.0008235523
244285b7fd0ddece,fighter_1_avg_takedowns_attempted,0.10251431,-0.0008235523
244285b7fd0ddece,fighter_1_age,-0.100399874,-0.0008235523
244285b7fd0ddece,fighter_1_age_vs_prime,-0.0907812,-0.0008235523
244285b7fd0ddece,fighter_2_head_strikes_absorbed_per_min,0.08686974,-0.0008235523
244285b7fd0ddece,fighter_1_head_strikes_absorbed_per_min,-0.07135224,-0.0008235523
244285b7fd0ddece,fighter_1_distance_strike_defense,-0.06539753,-0.0008235523
244285b7fd0ddece,fighter_2_strikes_absorbed_per_min,0.055630356,-0.0008235523
244285b7fd0ddece,fighter_2_avg_takedowns_attempted,-0.055134945,-0.0008235523
244285b7fd0ddece,fighter_2_vs_winning_record,-0.047665264,-0.0008235523
244285b7fd0ddece,fighter_2_cumulative_head_strikes_absorbed,0.044362675,-0.0008235523
244285b7fd0ddece,fighter_2_head_absorption_rate,-0.043995257,-0.0008235523
244285b7fd0ddece,fighter_1_elo,-0.042353768,-0.0008235523
244285b7fd0ddece,fighter_2_body_strikes_absorbed_per_min,0.036720917,-0.0008235523
244285b7fd0ddece,fighter_1_fights_per_year,-0.035620365,-0.0008235523
244285b7fd0ddece,fighter_2_win_rate_rounds_3_plus,0.034792136,-0.0008235523
244285b7fd0ddece,fighter_2_striking_defense,-0.034577478,-0.0008235523
244285b7fd0ddece,fighter_1_round_1_strike_output,0.033876494,-0.0008235523
244285b7fd0ddece,fighter_2_td_defense_degradation,-0.03009576,-0.0008235523
244285b7fd0ddece,fighter_1_avg_striking_accuracy,0.027443347,-0.0008235523
244285b7fd0ddece,fighter_1_td_defense_degradation,0.027319318,-0.0008235523
244285b7fd0ddece,fighter_1_striking_defense,-0.025429975,-0.0008235523
244285b7fd0ddece,fighter_1_ground_strike_defense,-0.025371276,-0.0008235523
244285b7fd0ddece,fighter_1_fighting_age,0.024864407,-0.0008235523
244285b7fd0ddece,fighter_1_decision_rate,-0.02406871,-0.0008235523
244285b7fd0ddece,fighter_1_last_2_avg_fight_time,0.023521502,-0.0008235523
244285b7fd0ddece,fighter_1_round_2_strike_output,0.022771958,-0.0008235523
244285b7fd0ddece,fighter_2_days_since_last_fight,-0.022688147,-0.0008235523
2c330a6f7f1e55f0,experience_advantage,0.18580052,-0.0008235523
2c330a6f7f1e55f0,fighter_2_age,-0.14715968,-0.0008235523
2c330a6f7f1e55f0,fighter_1_head_strikes_absorbed_per_min,0.13386807,-0.0008235523
2c330a6f7f1e55f0,fighter_2_age_vs_prime,-0.12317516,-0.0008235523
2c330a6f7f1e55f0,fighter_2_head_strikes_absorbed_per_min,0.12093108,-0.0008235523
2c330a6f7f1e55f0,fighter_2_reach_cm,-0.1135271,-0.0008235523
2c330a6f7f1e55f0,fighter_1_age_vs_prime,0.093789704,-0.0008235523
2c330a6f7f1e55f0,fighter_1_reach_cm,0.092928484,-0.0008235523
2c330a6f7f1e55f0,fighter_1_age,0.08402278,-0.0008235523
2c330a6f7f1e55f0,fighter_2_avg_strikes_per_round,-0.08036794,-0.0008235523
2c330a6f7f1e55f0,fighter_1_avg_takedowns_attempted,0.075766325,-0.0008235523
2c330a6f7f1e55f0,fighter_2_avg_takedown_accuracy,-0.06960845,-0.0008235523
2c330a6f7f1e55f0,fighter_1_distance_strike_defense,-0.06734413,-0.0008235523
2c330a6f7f1e55f0,fighter_1_striking_defense,-0.066888765,-0.0008235523
2c330a6f7f1e55f0,fighter_2_elo,-0.06569216,-0.0008235523
2c330a6f7f1e55f0,fighter_2_avg_takedowns_attempted,0.06555504,-0.0008235523
2c330a6f7f1e55f0,fighter_1_head_absorption_rate,0.06293568,-0.0008235523
2c330a6f7f1e55f0,fighter_2_clinch_strike_defense,-0.061650906,-0.0008235523
2c330a6f7f1e55f0,fighter_1_elo,0.05827092,-0.0008235523
2c330a6f7f1e55f0,fighter_2_body_strike_pct,-0.057439707,-0.0008235523
2c330a6f7f1e55f0,fighter_2_distance_strike_defense,0.05442298,-0.0008235523
2c330a6f7f1e55f0,fighter_1_avg_opponent_win_rate,-0.05376134,-0.0008235523
2c330a6f7f1e55f0,fighter_2_avg_striking_accuracy,-0.048797943,-0.0008235523
2c330a6f7f1e55f0,fighter_2_avg_opponent_win_rate,0.048704714,-0.0008235523
2c330a6f7f1e55f0,fighter_2_round_3_plus_strike_output,-0.045513358,-0.0008235523
2c330a6f7f1e55f0,fighter_2_takedown_defense,-0.044293348,-0.0008235523
2c330a6f7f1e55f0,fighter_2_strikes_absorbed_per_min,0.038898062,-0.0008235523
2c330a6f7f1e55f0,fighter_2_win_rate_rounds_3_plus,-0.034425024,-0.0008235523
2c330a6f7f1e55f0,fighter_1_avg_strikes_per_round,-0.029327467,-0.0008235523
2c330a6f7f1e55f0,fighter_2_peak_elo,0.028148899,-0.0008235523
32d371462c539bee,fighter_2_avg_takedowns_attempted,-0.2301988,-0.0008235523
32d371462c539bee,experience_advantage,0.13150653,-0.0008235523
32d371462c539bee,fighter_1_head_strikes_absorbed_per_min,-0.1166332,-0.0008235523
32d371462c539bee,fighter_2_head_strikes_absorbed_per_min,0.107590176,-0.0008235523
32d371462c539bee,fighter_2_avg_strikes_per_round,-0.09757651,-0.0008235523
32d371462c539bee,fighter_1_age,-0.09728415,-0.0008235523
32d371462c539bee,fighter_1_age_vs_prime,-0.08833618,-0.0008235523
32d371462c539bee,fighter_2_avg_control_time,-0.07751475,-0.0008235523
32d371462c539bee,fighter_2_striking_defense,-0.07496805,-0.0008235523
32d371462c539bee,fighter_1_avg_takedowns_attempted,0.072686076,-0.0008235523
32d371462c539bee,fighter_1_elo,-0.06722251,-0.0008235523
32d371462c539bee,fighter_2_elo,0.065203585,-0.0008235523
32d371462c539bee,fighter_1_striking_defense,-0.06312749,-0.0008235523
32d371462c539bee,fighter_2_distance_strike_defense,-0.061101507,-0.0008235523
32d371462c539bee,fighter_1_distance_strike_defense,-0.060383596,-0.0008235523
32d371462c539bee,fighter_2_strikes_absorbed_per_min,0.054380212,-0.0008235523
32d371462c539bee,fighter_2_age,-0.049766667,-0.0008235523
32d371462c539bee,fighter_1_td_defense_degradation,0.048540756,-0.0008235523
32d371462c539bee,fighter_2_avg_striking_accuracy,-0.04767191,-0.0008235523
32d371462c539bee,fighter_2_cumulative_head_strikes_absorbed,0.045644414,-0.0008235523
32d371462c539bee,fighter_2_fights_per_year,0.043962106,-0.0008235523
32d371462c539bee,fighter_2_round_3_plus_strike_output,-0.04099756,-0.0008235523
32d371462c539bee,fighter_2_leg_strike_pct,0.039291117,-0.0008235523
32d371462c539bee,fighter_2_clinch_strike_defense,-0.037293497,-0.0008235523
32d371462c539bee,finishing_threat_differential,0.03456756,-0.0008235523
32d371462c539bee,fighter_1_fights_per_year,-0.03381047,-0.0008235523
32d371462c539bee,fighter_2_fighting_age,-0.03291731,-0.0008235523
32d371462c539bee,fighter_1_head_strike_pct,-0.032786377,-0.0008235523
32d371462c539bee,fighter_2_finish_rate_late_rounds,-0.031153178,-0.0008235523
32d371462c539bee,fighter_2_avg_opponent_win_rate,-0.031077698,-0.0008235523
3b7b771b9578383d,fighter_1_age_vs_prime,-0.3036576,-0.0008235523
3b7b771b9578383d,fighter_1_age,-0.22171511,-0.0008235523
3b7b771b9578383d,fighter_1_avg_striking_accuracy,0.10864779,-0.0008235523
3b7b771b9578383d,experience_advantage,-0.09720505,-0.0008235523
3b7b771b9578383d,fighter_1_avg_takedowns_attempted,-0.088241525,-0.0008235523
3b7b771b9578383d,fighter_2_fighting_age,0.079807565,-0.0008235523
3b7b771b9578383d,fighter_2_avg_takedowns_attempted,-0.07276726,-0.0008235523
3b7b771b9578383d,fighter_2_avg_control_time,-0.068443194,-0.0008235523
3b7b771b9578383d,fighter_1_striking_defense,-0.06417267,-0.0008235523
3b7b771b9578383d,fighter_2_head_absorption_rate,0.059673123,-0.0008235523
3b7b771b9578383d,fighter_1_fighting_age,-0.056800764,-0.0008235523
3b7b771b9578383d,fighter_2_head_strikes_absorbed_per_min,0.05638216,-0.0008235523
3b7b771b9578383d,fighter_1_elo,0.05584675,-0.0008235523
3b7b771b9578383d,fighter_2_cumulative_head_strikes_absorbed,0.04915517,-0.0008235523
3b7b771b9578383d,fighter_2_age,-0.04763732,-0.0008235523
3b7b771b9578383d,fighter_1_distance_strike_defense,-0.043600716,-0.0008235523
3b7b771b9578383d,fighter_1_vs_winning_record,0.03956139,-0.0008235523
3b7b771b9578383d,fighter_2_elo_uncertainty,0.038156487,-0.0008235523
3b7b771b9578383d,fighter_1_cumulative_head_strikes_absorbed,-0.037394498,-0.0008235523
3b7b771b9578383d,fighter_1_win_rate_rounds_3_plus,-0.03585843,-0.0008235523
3b7b771b9578383d,fighter_2_elo,-0.03450469,-0.0008235523
3b7b771b9578383d,fighter_2_fights_per_year,-0.02971498,-0.0008235523
3b7b771b9578383d,fighter_2_vs_winning_record,0.029663637,-0.0008235523
3b7b771b9578383d,fighter_1_last_2_avg_fight_time,0.029154293,-0.0008235523
3b7b771b9578383d,fighter_1_avg_takedown_accuracy,0.02884468,-0.0008235523
3b7b771b9578383d,fighter_2_takedown_defense,0.028798632,-0.0008235523
3b7b771b9578383d,fighter_2_distance_strike_defense,-0.02852547,-0.0008235523
3b7b771b9578383d,fighter_1_avg_opponent_win_rate,0.026553513,-0.0008235523
3b7b771b9578383d,fighter_1_avg_control_time,-0.026429016,-0.0008235523
3b7b771b9578383d,fighter_1_ground_strike_defense,-0.02416891,-0.0008235523
6bf45e934d5b5829,experience_advantage,0.4955214,-0.0008235523
6bf45e934d5b5829,fighter_1_age,-0.24577935,-0.0008235523
6bf45e934d5b5829,fighter_1_age_vs_prime,-0.20028825,-0.0008235523
6bf45e934d5b5829,fighter_2_age,-0.14238395,-0.0008235523
6bf45e934d5b5829,fighter_1_head_strikes_absorbed_per_min,-0.12855375,-0.0008235523
6bf45e934d5b5829,fighter_1_avg_takedowns_attempted,0.098346055,-0.0008235523
6bf45e934d5b5829,fighter_1_fighting_age,-0.074284434,-0.0008235523
6bf45e934d5b5829,fighter_1_distance_strike_defense,-0.07155197,-0.0008235523
6bf45e934d5b5829,fighter_2_elo,0.06072615,-0.0008235523
6bf45e934d5b5829,fighter_1_cumulative_head_strikes_absorbed,-0.057941288,-0.0008235523
6bf45e934d5b5829,fighter_2_age_vs_prime,-0.05643632,-0.0008235523
6bf45e934d5b5829,fighter_1_avg_striking_accuracy,0.056249414,-0.0008235523
6bf45e934d5b5829,fighter_2_decision_rate,0.054277413,-0.0008235523
6bf45e934d5b5829,fighter_2_head_absorption_rate,-0.050289378,-0.0008235523
6bf45e934d5b5829,fighter_2_avg_takedowns_attempted,-0.041633632,-0.0008235523
6bf45e934d5b5829,fighter_2_finish_rate_late_rounds,-0.04125082,-0.0008235523
6bf45e934d5b5829,fighter_1_fights_per_year,-0.040765733,-0.0008235523
6bf45e934d5b5829,fighter_1_strikes_absorbed_per_min,-0.035166647,-0.0008235523
6bf45e934d5b5829,fighter_1_knockdowns_absorbed_per_fight,-0.034558024,-0.0008235523
6bf45e934d5b5829,fighter_2_strikes_absorbed_per_min,0.032888263,-0.0008235523
6bf45e934d5b5829,fighter_2_fights_per_year,-0.032787774,-0.0008235523
6bf45e934d5b5829,fighter_2_head_strikes_absorbed_per_min,-0.030879565,-0.0008235523
6bf45e934d5b5829,fighter_2_avg_striking_accuracy,-0.0286981,-0.0008235523
6bf45e934d5b5829,fighter_1_round_1_strike_output,0.026271662,-0.0008235523
6bf45e934d5b5829,fighter_2_avg_opponent_win_rate,0.026139155,-0.0008235523
6bf45e934d5b5829,finishing_threat_differential,0.024733346,-0.0008235523
6bf45e934d5b5829,fighter_2_avg_strikes_per_round,-0.024320452,-0.0008235523
6bf45e934d5b5829,fighter_2_takedown_defense,-0.022640305,-0.0008235523
6bf45e934d5b5829,fighter_2_round_1_strike_output,-0.021855282,-0.0008235523
6bf45e934d5b5829,fighter_1_days_since_last_fight,0.021109536,-0.0008235523
8bee5192baec71d8,experience_advantage,0.45058227,-0.0008235523
8bee5192baec71d8,fighter_1_age,-0.2537897,-0.0008235523
8bee5192baec71d8,fighter_1_age_vs_prime,-0.22445023,-0.0008235523
8bee5192baec71d8,fighter_1_fighting_age,-0.12655997,-0.0008235523
8bee5192baec71d8,fighter_2_age,-0.10229197,-0.0008235523
8bee5192baec71d8,fighter_1_elo_uncertainty,-0.09078331,-0.0008235523
8bee5192baec71d8,fighter_2_head_strikes_absorbed_per_min,0.08525745,-0.0008235523
8bee5192baec71d8,fighter_2_avg_strikes_per_round,-0.07913539,-0.0008235523
8bee5192baec71d8,fighter_1_head_strikes_absorbed_per_min,-0.07544483,-0.0008235523
8bee5192baec71d8,fighter_2_average_fight_duration,0.07034344,-0.0008235523
8bee5192baec71d8,fighter_1_avg_striking_accuracy,-0.0664683,-0.0008235523
8bee5192baec71d8,fighter_2_striking_defense,0.061349414,-0.0008235523
8bee5192baec71d8,fighter_2_avg_takedowns_attempted,0.059937406,-0.0008235523
8bee5192baec71d8,fighter_2_avg_striking_accuracy,-0.05878434,-0.0008235523
8bee5192baec71d8,fighter_1_cumulative_head_strikes_absorbed,-0.057623863,-0.0008235523
